word1,word2,sim,dir,inv
асфальт,дорога,11.67,13,12
асфальт,каток,5.14,12,6
асфальт,классики,2.0,2,3
асфальт,лужи,2.86,3,5
асфальт,мел,2.0,2,6
асфальт,мелки,1.25,1,4
асфальт,плитка,1.12,2,1
асфальт,рисунок,1.12,1,2
асфальт,серость,1.12,1,2
асфальт,трасса,1.12,1,2
асфальт,укладка,1.12,2,1
асфальт,шоссе,1.12,1,2
аська,чат,1.12,2,1
ася,тургенев,1.12,1,2
атака,бой,3.55,9,4
атака,война,2.0,3,2
атака,защита,3.55,9,4
атака,нападение,8.46,9,11
атака,наступление,1.2,1,3
атака,оборона,1.12,1,2
атака,сражение,1.12,1,2
атака,штурм,2.0,2,6
атаман,казак,1.12,1,2
атеизм,бог,1.12,1,2
атлант,гигант,1.12,1,2
атлант,небо,1.35,8,1
атлант,плечи,2.0,2,2
атлант,талант,1.12,2,1
атлант,титан,1.12,1,2
атлас,география,2.86,5,3
атлас,глобус,1.29,5,1
атлас,карта,8.0,8,8
атлас,лента,1.2,1,3
атлет,гимнаст,1.12,1,2
атлетика,спорт,2.81,3,6
атлет,спортсмен,1.12,2,1
атмосфера,ветер,2.0,2,2
атмосфера,воздух,8.46,11,9
атмосфера,давление,2.92,3,4
атмосфера,земля,2.0,4,2
атмосфера,кислород,2.92,3,4
атмосфера,космос,1.29,5,1
атмосфера,облака,1.12,1,2
атмосфера,озон,2.0,2,2
атмосфера,планета,1.2,1,3
атмосфера,стратосфера,1.12,2,1
атмосфера,сфера,1.12,2,1
атолл,остров,2.0,2,6
атом,бомба,2.0,5,2
атом,бор,1.12,2,1
атом,взрыв,1.12,1,2
атом,водород,2.0,2,2
атом,кварк,2.0,4,2
атом,молекула,12.57,19,14
атом,нейтрон,1.2,3,1
атомоход,ледокол,1.12,2,1
атом,протон,2.0,3,2
атом,резерфорд,1.12,2,1
атом,физика,1.29,1,5
атом,частица,3.67,4,7
атом,электрон,2.0,10,2
атом,энергия,2.0,2,2
атом,ядро,5.23,6,11
аттракцион,карусель,1.2,1,3
аттракцион,парк,1.12,2,1
аудио,видео,3.67,4,7
аудио,запись,1.12,1,2
аудио,звук,1.25,4,1
аудитория,зал,2.0,3,2
аудитория,класс,1.12,2,1
аудитория,лекция,2.0,3,2
аукцион,лот,2.0,2,4
аукцион,молоток,1.2,3,1
аукцион,торг,1.12,1,2
аура,сияние,1.12,2,1
аура,энергетика,1.12,2,1
аурум,аргентум,1.12,2,1
аурум,золото,2.92,4,3
аутизм,замкнутость,1.12,2,1
афера,обман,2.0,2,3
афина,богиня,1.12,2,1
афина,парфенон,1.25,1,4
афины,акрополь,1.12,1,2
афины,греция,1.25,1,4
афиша,журнал,1.2,3,1
афиша,кино,2.0,5,2
афиша,плакат,2.0,3,2
афиша,театр,1.29,5,1
африка,айболит,1.12,1,2
африка,банан,1.2,1,3
африка,египет,2.0,2,2
африка,жара,1.29,5,1
африка,жираф,2.0,2,7
африка,занзибар,1.12,1,2
африка,зебра,1.29,1,5
африка,континент,2.69,11,3
африка,лев,1.2,3,1
африка,малярия,1.12,1,2
африка,материк,2.0,5,2
африка,негр,7.5,10,8
африканец,негр,1.12,1,2
африка,носорог,1.25,1,4
африка,пустыня,1.12,2,1
африка,саванна,2.92,4,3
африка,сафари,2.0,3,2
африка,слон,1.35,8,1
африка,чад,1.12,1,2
афроамериканец,негр,1.12,1,2
афродита,богиня,4.67,7,5
афродита,венера,2.0,2,3
афродита,жеманность,1.12,1,2
афродита,женщина,1.12,1,2
афродита,миф,1.12,2,1
афродита,пена,3.86,5,4
афродита,статуя,1.12,1,2
аффект,состояние,1.29,5,1
аффект,ярость,2.0,2,3
ахиллес,пята,1.2,3,1
ацтеки,инки,2.0,2,2
аэрограф,граффити,1.12,2,1
аэродром,полоса,1.12,1,2
аэродром,самолёт,1.25,4,1
аэроплан,полёт,2.0,2,4
аэроплан,пропеллер,1.12,2,1
аэропорт,самолёт,2.0,7,2
аэрофлот,самолёт,2.0,4,2
аэрофлот,стюардесса,1.12,1,2
аэс,гэс,2.0,2,2
баба,воз,2.75,8,3
баба,девка,1.25,1,4
баба,девушка,1.12,2,1
баба,дед,5.78,7,6
баба,дура,4.81,5,6
баба,женщина,1.36,9,1
баба,кобыла,1.25,4,1
баба,мужик,4.38,5,10
баба,сиськи,3.0,3,3
баба,снег,1.33,7,1
баба,снеговик,1.35,8,1
баба,яга,4.2,13,5
баба-яга,ведьма,1.12,1,2
баба-яга,избушка,2.86,5,3
баба-яга,метла,2.0,2,6
баба-яга,сказка,2.92,4,3
баба-яга,ступа,3.5,10,4
баба,ягодка,2.0,3,2
бабка,дед,6.0,6,6
бабка,дедка,2.0,3,2
бабка,старуха,1.12,2,1
бабки,деньги,2.92,4,3
бабки,лавочка,1.2,3,1
бабки,сплетни,2.0,2,2
бабло,деньги,2.78,3,7
бабочка,баттерфляй,2.0,2,2
бабочка,взмах,1.12,1,2
бабочка,галстук,2.73,3,9
бабочка,гусеница,9.0,9,9
бабочка,капустница,2.92,3,4
бабочка,кокон,2.0,2,6
бабочка,красота,1.12,2,1
бабочка,куколка,3.86,4,5
бабочка,махаон,3.86,4,5
бабочка,мотылёк,2.92,3,4
бабочка,насекомое,1.2,3,1
бабочка,нектар,1.2,1,3
бабочка,нож,1.12,2,1
бабочка,полёт,2.0,2,2
бабочка,пыльца,1.12,1,2
бабочка,симметрия,1.12,1,2
бабочка,цветок,2.86,5,3
бабочка,эффект,1.38,1,10
бабочки,крылья,1.31,6,1
бабочки,лето,2.0,2,2
бабочки,луг,1.25,4,1
бабочки,поле,1.12,1,2
бабушка,варенье,1.12,1,2
бабушка,внуки,2.86,3,5
бабушка,вязание,2.81,3,6
бабушка,дача,1.12,1,2
бабушка,дед,2.0,2,2
бабушка,дедушка,6.88,14,8
бабушка,деревня,2.0,3,2
бабушка,доброта,2.0,2,2
бабушка,клубок,1.2,1,3
бабушка,очки,1.2,3,1
бабушка,пенсия,1.12,1,2
бабушка,пирожки,2.0,10,2
бабушка,платок,2.0,2,3
бабушка,сказка,1.25,1,4
бабушка,старушка,5.0,5,5
бабушки,лавочка,1.12,2,1
бабы,тёлки,1.12,1,2
бавария,пиво,1.12,2,1
багаж,багажник,1.12,2,1
багаж,дама,1.2,3,1
багажник,багаж,1.12,1,2
багажник,зад,2.0,2,2
багажник,капот,1.12,2,1
багаж,поклажа,1.12,1,2
багаж,саквояж,1.12,2,1
багаж,самолёт,1.2,1,3
багаж,чемодан,2.0,3,2
баг,глюк,1.12,1,2
багет,рамка,2.0,2,4
багира,маугли,2.0,2,2
багира,пантера,1.12,1,2
баг,ошибка,1.31,6,1
бадминтон,воланчик,2.81,3,6
бадминтон,игра,1.2,3,1
бадминтон,ракетка,3.86,5,4
бадминтон,теннис,1.12,2,1
бажов,данила-мастер,1.2,1,3
бажов,сказки,1.12,2,1
бажов,урал,1.2,3,1
база,данные,1.12,2,1
базилик,трава,1.2,3,1
базилио,кот,2.0,3,2
базис,основа,2.86,3,5
байдарка,каноэ,2.0,3,2
байкал,глубина,1.25,4,1
байкал,иркутск,1.12,2,1
байкал,море,1.2,3,1
байкал,озеро,6.76,8,15
байкал,омуль,1.12,1,2
байкал,сибирь,2.0,2,2
байкер,бандана,2.0,2,2
байкер,мотоцикл,2.92,3,4
байк,шлем,2.0,2,2
байт,бит,2.0,2,7
байт,информация,1.12,2,1
бакалавр,магистр,2.0,2,4
бак,бензин,2.0,2,3
бакенбарды,борода,2.0,3,2
бакенбарды,пушкин,5.45,9,6
бакенбарды,усы,1.29,5,1
бакен,река,1.12,2,1
баклажан,кабачок,1.2,3,1
баклажан,овощ,2.0,2,2
баксы,валюта,1.25,4,1
баксы,деньги,2.0,2,2
баксы,доллары,1.2,3,1
баксы,зелень,2.86,3,5
баксы,капуста,1.12,2,1
бактерии,кефир,2.0,2,2
бактерия,вирус,3.75,4,6
бактерия,микроб,2.81,3,6
бактерия,микроскоп,2.86,3,5
бак,ют,1.12,1,2
балаган,шум,1.2,3,1
балаково,город,1.12,2,1
балалайка,гитара,1.12,1,2
балалайка,медведь,1.2,3,1
балалайка,струны,2.92,3,4
баланс,гармония,1.2,1,3
баланс,равновесие,2.0,2,4
балбес,никулин,1.2,1,3
балбес,трус,2.92,3,4
бал,вальс,2.0,3,2
бал,выпускной,1.25,1,4
балда,поп,3.86,5,4
балда,работник,1.25,4,1
балерина,балет,2.0,2,5
балерина,грация,1.12,1,2
балерина,пачка,2.86,5,3
балет,балерина,2.0,5,2
балет,билет,1.31,1,6
балет,опера,3.5,4,10
балет,па,1.12,1,2
балет,пачка,2.0,4,2
балет,танцор,2.0,2,2
балет,театр,2.0,3,2
бал,зал,1.29,1,5
бал,золушка,1.12,2,1
бал,кавалер,1.12,1,2
балка,двутавр,2.0,2,2
балка,перекрытие,1.12,1,2
бал,карнавал,1.12,1,2
балкон,воздух,1.12,2,1
балкон,лоджия,1.12,1,2
балкон,цветы,1.12,1,2
балкон,этаж,1.12,2,1
бал,королева,1.12,1,2
баллада,песня,1.12,2,1
баллон,газ,1.2,3,1
баллончик,граффити,1.2,1,3
балл,отметка,1.12,2,1
балл,оценка,5.78,6,7
балл,очко,2.0,2,3
бал,маскарад,4.0,4,4
балон,кислород,2.0,2,2
бал,платье,2.0,5,2
бал,танцы,2.92,3,4
балтика,море,1.12,1,2
балу,маугли,1.12,1,2
бальзаминов,женитьба,1.12,2,1
бамбук,растение,2.0,2,2
бамбук,рост,1.12,2,1
бамбук,стебли,1.12,1,2
бам,стройка,1.12,1,2
банан,африка,1.2,3,1
банан,калий,1.12,2,1
банан,кожура,6.0,6,6
банан,кокос,2.92,4,3
банан,макака,3.0,3,3
банан,мякоть,1.12,2,1
банан,обезьяна,5.6,6,8
банан,пальма,6.75,8,7
банан,фрукт,3.86,5,4
банан,яблоко,1.2,3,1
банда,главарь,1.31,1,6
банда,группировка,1.25,1,4
бандана,байкер,2.0,2,2
бандана,голова,1.12,1,2
бандероль,посылка,3.75,6,4
бандероль,почта,2.92,3,4
бандит,рэкет,1.12,2,1
банка,варенье,6.55,7,9
банка,ёмкость,1.12,1,2
банка,жесть,3.0,3,3
банка,компот,1.12,1,2
банка,консервы,2.0,6,2
банка,крышка,9.0,9,9
банка,литр,1.2,1,3
банка,мёд,1.12,2,1
банка,огурцы,2.0,8,2
банка,пиво,2.0,2,2
банка,сгущёнка,2.0,2,5
банка,склянка,2.0,7,2
банка,шпроты,1.12,2,1
банк,валюта,1.12,2,1
банк,вклад,2.0,8,2
банк,грабёж,1.12,1,2
банк,грабитель,1.12,1,2
банк,деньги,9.0,14,10
банк,депозит,1.2,1,3
банкет,фуршет,1.2,3,1
банкир,деньги,1.12,2,1
банк,кредит,4.16,14,5
банкноты,деньги,5.0,5,5
банкноты,купюры,3.0,3,3
банк,ограбление,2.0,6,2
банк,процент,1.12,1,2
банкротство,разорение,2.0,2,2
банк,счёт,2.0,2,9
банк,ячейка,1.25,1,4
баннер,реклама,1.2,1,3
бант,девочка,1.12,1,2
бантик,девочка,3.86,4,5
бантики,ленточки,1.12,1,2
бантик,косичка,1.12,1,2
бантик,кот,1.25,4,1
бантик,подарок,1.12,2,1
бант,коса,2.0,2,4
бант,лента,1.12,1,2
бант,первоклассница,1.12,1,2
бант,подарок,1.2,1,3
баня,веник,8.94,22,11
баня,девки,1.12,1,2
баня,деревня,1.12,2,1
баня,дрова,2.0,2,2
баня,жара,2.0,3,2
баня,мочалка,1.12,1,2
баня,мужики,1.12,1,2
баня,мыло,2.0,2,2
баня,пар,5.14,6,12
баня,парилка,3.6,4,8
баня,предбанник,1.12,1,2
баня,прорубь,1.12,2,1
баня,сауна,2.0,5,2
баня,сруб,2.0,2,2
баобаб,дерево,1.2,1,3
барабан,баран,1.12,1,2
барабан,бубен,2.0,2,4
барабан,дробь,1.36,1,9
барабан,кожа,2.0,2,3
барабан,марш,2.92,4,3
барабан,палочки,1.38,10,1
барабан,ритм,2.71,3,10
барабан,там-там,2.0,3,2
баран,барабан,1.12,2,1
баран,ворота,13.0,13,13
баранина,мясо,1.12,1,2
баранка,бублик,5.45,6,9
баранка,водитель,1.12,1,2
